,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1694,1477606,39406,RedFarm Broadway,Chinese,9.27,Weekday,4,32,29.0
1695,1478302,318665,Blue Ribbon Sushi Bar & Grill,Japanese,4.9,Weekday,4,29,32.0
1696,1476574,376993,Emporio,Italian,31.43,Weekend,Not given,25,29.0
1697,1478306,358158,Parm,Italian,9.12,Weekend,Not given,23,21.0
1698,1476565,41991,Blue Ribbon Sushi Bar & Grill,Japanese,15.33,Weekend,5,32,29.0
1699,1478200,164016,Blue Ribbon Fried Chicken,American,12.13,Weekend,5,28,23.0
1700,1478264,70564,Jack's Wife Freda,Mediterranean,16.15,Weekday,5,22,24.0
1701,1477228,52574,Jack's Wife Freda,Mediterranean,6.74,Weekend,Not given,25,22.0
1702,1478057,75548,Parm,Italian,7.38,Weekend,Not given,26,20.0
1703,1478256,147468,Tamarind TriBeCa,Indian,6.69,Weekend,5,22,18.0
1704,1478259,68446,Hill Country Fried Chicken,Southern,12.47,Weekend,Not given,29,28.0
1705,1477483,142681,Osteria Morini,Italian,6.79,Weekday,4,32,29.0
1706,1477257,400950,Sushi of Gari 46,Japanese,12.13,Weekday,5,34,28.0
1707,1477056,298824,Shake Shack,American,12.18,Weekend,Not given,23,18.0
1708,1477402,377481,Otto Enoteca Pizzeria,Italian,24.25,Weekday,Not given,31,30.0
1709,1476760,180776,Empanada Mama (closed),Mexican,22.75,Weekend,Not given,29,18.0
1710,1477030,240982,Rubirosa,Italian,24.3,Weekday,3,29,31.0
1711,1476850,85091,The Meatball Shop,Italian,13.05,Weekday,5,23,31.0
1712,1477356,354923,CafÌ© China,Chinese,15.57,Weekday,4,34,31.0
1713,1477990,59673,Rubirosa,Italian,12.95,Weekend,4,30,25.0
1714,1477448,142574,Sushi of Gari,Japanese,22.75,Weekend,5,30,22.0
1715,1477784,146555,Momoya,Japanese,24.3,Weekend,5,28,20.0
1716,1478425,373152,Parm,Italian,14.02,Weekday,Not given,28,32.0
1717,1477031,201471,Friend of a Farmer,American,24.2,Weekend,Not given,33,27.0
1718,1477969,69516,Wa Jeal,Chinese,6.74,Weekend,Not given,32,24.0
1719,1476595,385150,Blue Ribbon Sushi,Japanese,14.02,Weekend,Not given,35,16.0
1720,1478070,129206,RedFarm Broadway,Chinese,14.07,Weekend,3,20,15.0
1721,1477501,151191,RedFarm Hudson,Chinese,12.18,Weekend,5,34,24.0
1722,1476727,49086,Jack's Wife Freda,Mediterranean,12.95,Weekday,3,22,33.0
1723,1477016,78067,Parm,Italian,15.37,Weekend,Not given,29,23.0
1724,1477511,261665,RedFarm Broadway,Chinese,7.67,Weekend,5,24,15.0
1725,1477067,370656,Vanessa's Dumplings,Chinese,8.3,Weekend,Not given,24,20.0
1726,1477068,108046,Rubirosa,Italian,12.18,Weekend,Not given,33,20.0
1727,1477551,277898,Blue Ribbon Fried Chicken,American,29.44,Weekend,4,33,27.0
1728,1478415,105665,Blue Ribbon Sushi Bar & Grill,Japanese,12.56,Weekday,Not given,32,27.0
1729,1478129,52256,Han Dynasty,Chinese,12.18,Weekend,Not given,30,15.0
1730,1477096,158578,Xi'an Famous Foods,Chinese,14.12,Weekday,3,24,31.0
1731,1477891,142461,Shake Shack,American,25.22,Weekend,Not given,28,26.0
1732,1477881,63361,Cafeteria,American,13.05,Weekend,Not given,31,16.0
1733,1478197,41205,Shake Shack,American,12.08,Weekend,5,28,23.0
1734,1477082,107909,ilili Restaurant,Middle Eastern,24.2,Weekday,4,34,24.0
1735,1477781,183520,Tamarind TriBeCa,Indian,12.47,Weekend,5,32,26.0
1736,1476570,148459,The Kati Roll Company,Indian,5.87,Weekday,Not given,26,30.0
1737,1476677,302790,Le Zie 2000 Trattoria,Italian,15.47,Weekend,Not given,22,30.0
1738,1478397,121706,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,15.0
1739,1477608,125123,Le Grainne Cafe,French,15.96,Weekend,4,25,22.0
1740,1478241,60052,RedFarm Broadway,Chinese,24.2,Weekend,5,31,19.0
1741,1477216,259341,Momoya,Japanese,29.35,Weekday,Not given,31,30.0
1742,1478379,142753,Shake Shack,American,8.63,Weekday,Not given,31,32.0
1743,1478237,81110,Han Dynasty,Chinese,16.44,Weekday,Not given,23,29.0
1744,1477732,399729,Shake Shack,American,24.25,Weekend,4,20,29.0
1745,1476842,103970,RedFarm Broadway,Chinese,14.12,Weekend,Not given,35,23.0
1746,1476984,286386,5 Napkin Burger,American,7.91,Weekday,Not given,29,26.0
1747,1476783,96254,Han Dynasty,Chinese,19.4,Weekend,Not given,35,26.0
1748,1476989,64401,The Meatball Shop,Italian,21.34,Weekday,5,22,24.0
1749,1477213,53156,The Meatball Shop,Italian,13.19,Weekend,Not given,26,29.0
1750,1477607,386995,Han Dynasty,Chinese,9.75,Weekend,Not given,29,25.0
1751,1477863,128216,Shake Shack,American,8.2,Weekday,4,33,26.0
1752,1478360,375043,Tamarind TriBeCa,Indian,24.2,Weekend,Not given,24,29.0
1753,1477134,361654,The Meatball Shop,Italian,13.53,Weekend,5,22,24.0
1754,1478390,38612,Vanessa's Dumplings,Chinese,12.13,Weekday,Not given,31,33.0
1755,1476794,73274,S'MAC,American,9.56,Weekend,Not given,27,20.0
1756,1478116,378482,Five Guys Burgers and Fries,American,5.72,Weekday,Not given,22,24.0
1757,1478344,55334,Sushi of Gari Tribeca,Japanese,9.46,Weekend,5,32,20.0
1758,1477796,40745,Parm,Italian,15.91,Weekday,Not given,32,28.0
1759,1478243,159626,Blue Ribbon Sushi,Japanese,29.1,Weekend,4,21,15.0
1760,1477069,377260,Blue Ribbon Fried Chicken,American,12.18,Weekend,5,35,27.0
1761,1476953,252342,Westville Hudson,American,20.13,Weekend,4,29,19.0
1762,1477700,60039,Blue Ribbon Sushi,Japanese,33.37,Weekday,3,30,27.0
1763,1478106,129206,Shake Shack,American,29.15,Weekday,Not given,34,28.0
1764,1477625,106860,Sushi of Gari Tribeca,Japanese,17.03,Weekday,Not given,35,30.0
1765,1478213,122092,Han Dynasty,Chinese,22.31,Weekend,3,23,29.0
1766,1476779,378820,Sushi Samba,Japanese,31.33,Weekend,5,35,20.0
1767,1478207,62161,Tamarind TriBeCa,Indian,24.2,Weekend,4,28,26.0
1768,1477075,52832,ilili Restaurant,Middle Eastern,31.43,Weekday,3,26,29.0
1769,1477145,207281,Shake Shack,American,29.3,Weekday,5,33,32.0
1770,1478153,300208,Xi'an Famous Foods,Chinese,6.02,Weekend,5,33,24.0
1771,1477689,203442,Terakawa Ramen,Japanese,19.6,Weekday,Not given,23,26.0
1772,1477742,338599,Blue Ribbon Fried Chicken,American,6.84,Weekend,3,24,26.0
1773,1477391,60835,RedFarm Hudson,Chinese,16.49,Weekend,3,34,20.0
1774,1476993,301825,RedFarm Broadway,Chinese,12.23,Weekend,Not given,32,19.0
1775,1476705,260680,Cafe Mogador,Middle Eastern,5.77,Weekend,3,20,16.0
1776,1477694,192317,Shake Shack,American,24.3,Weekend,4,25,15.0
1777,1477933,284256,Empanada Mama (closed),Mexican,12.37,Weekend,Not given,29,25.0
1778,1477062,396432,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,26,17.0
1779,1477771,232035,ilili Restaurant,Middle Eastern,12.23,Weekday,5,24,32.0
1780,1477144,62667,Balthazar Boulangerie,French,29.1,Weekend,5,31,27.0
1781,1477149,102710,Rye House,American,12.13,Weekday,4,26,30.0
1782,1478182,135970,Momoya,Japanese,25.27,Weekday,5,31,30.0
1783,1478405,58675,Shake Shack,American,11.59,Weekday,3,23,25.0
1784,1478094,102010,TAO,Japanese,13.48,Weekday,Not given,27,32.0
1785,1477857,363202,S'MAC,American,25.27,Weekend,5,20,29.0
1786,1476840,143866,Jack's Wife Freda,Mediterranean,20.71,Weekend,Not given,35,16.0
1787,1477641,128224,Blue Ribbon Sushi,Japanese,24.2,Weekend,4,29,18.0
1788,1476690,124875,Vanessa's Dumplings,Chinese,24.2,Weekend,4,20,18.0
1789,1476593,175703,The Meatball Shop,Italian,20.61,Weekend,Not given,34,30.0
1790,1477343,101957,Hiroko's Place,Japanese,13.05,Weekend,Not given,32,27.0
1791,1476881,57263,Nobu Next Door,Japanese,15.76,Weekday,Not given,27,28.0
1792,1476913,145216,Grand Sichuan International,Chinese,7.66,Weekday,5,33,31.0
1793,1478119,276192,Sushi of Gari Tribeca,Japanese,10.86,Weekday,4,28,28.0
1794,1476976,300552,Shake Shack,American,22.26,Weekday,5,33,32.0
1795,1476575,141912,P.J. Clarke's,American,31.38,Weekend,Not given,31,23.0
1796,1478105,143721,Hummus Place,Middle Eastern,29.05,Weekend,5,26,17.0
1797,1476945,49034,The Smile,American,7.81,Weekend,5,24,21.0
1798,1476853,139626,L'Express,French,16.98,Weekday,Not given,35,29.0
1799,1477259,145952,Blue Ribbon Sushi,Japanese,29.15,Weekend,4,31,19.0
1800,1477141,66331,Shake Shack,American,24.3,Weekend,5,21,24.0
1801,1477556,168420,Blue Ribbon Brooklyn,American,13.1,Weekend,Not given,32,19.0
1802,1478254,239985,5 Napkin Burger,American,25.22,Weekend,5,27,21.0
1803,1478365,60039,ilili Restaurant,Middle Eastern,32.93,Weekend,4,25,17.0
1804,1477380,108659,Rubirosa,Italian,25.27,Weekday,4,23,31.0
1805,1477548,79255,The Meatball Shop,Italian,12.95,Weekday,4,29,24.0
1806,1478444,355090,Shake Shack,American,31.43,Weekend,3,22,24.0
1807,1477716,317515,Cafe Habana,Mexican,15.62,Weekend,Not given,29,19.0
1808,1476668,114476,Zero Otto Nove,Italian,5.87,Weekend,Not given,31,18.0
1809,1477106,103852,J. G. Melon,American,8.83,Weekend,5,31,19.0
1810,1477526,344079,Olea,Mediterranean,24.2,Weekend,Not given,20,16.0
1811,1477664,47440,Blue Ribbon Fried Chicken,American,29.3,Weekend,4,28,16.0
1812,1477917,71249,Momoya,Japanese,24.3,Weekend,4,35,30.0
1813,1477381,316223,The Smile,American,25.22,Weekday,4,25,28.0
1814,1476745,377771,Blue Ribbon Fried Chicken,American,12.61,Weekend,3,30,30.0
1815,1477885,178158,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekday,4,22,32.0
1816,1476724,130956,Blue Ribbon Sushi,Japanese,21.83,Weekday,3,21,26.0
1817,1477387,141732,Blue Ribbon Fried Chicken,American,9.27,Weekend,Not given,29,16.0
1818,1476750,94152,Empanada Mama (closed),Mexican,15.37,Weekend,3,35,30.0
1819,1478285,113817,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,32,22.0
1820,1477910,39702,Frank Restaurant,Italian,12.08,Weekday,4,20,31.0
1821,1478364,273690,Grand Sichuan International,Chinese,32.93,Weekend,Not given,32,28.0
1822,1477480,75722,Yama 49,Japanese,22.31,Weekend,5,29,17.0
1823,1477050,337230,Shake Shack,American,15.18,Weekday,Not given,34,30.0
1824,1478090,62359,Blue Ribbon Sushi Izakaya,Japanese,16.01,Weekday,5,23,27.0
1825,1477633,378753,Shake Shack,American,29.1,Weekend,5,29,17.0
1826,1478095,183520,Blue Ribbon Sushi,Japanese,12.18,Weekend,4,30,17.0
1827,1478096,146211,Yama Japanese Restaurant,Japanese,12.08,Weekday,Not given,25,33.0
1828,1478166,177250,RedFarm Hudson,Chinese,12.13,Weekend,Not given,31,27.0
1829,1478013,283884,Westville Hudson,American,12.56,Weekend,5,26,28.0
1830,1478369,243341,Sushi Samba,Japanese,22.36,Weekend,5,31,30.0
1831,1476970,275689,Nobu Next Door,Japanese,33.37,Weekend,4,32,21.0
1832,1476612,115610,Delicatessen,American,12.18,Weekend,Not given,24,17.0
1833,1478234,102620,Balthazar Boulangerie,French,12.23,Weekend,4,35,23.0
1834,1477114,47594,Dos Caminos,Mexican,12.18,Weekday,5,24,30.0
1835,1477644,82041,Osteria Morini,Italian,5.77,Weekend,3,24,19.0
1836,1476634,82092,Sushi of Gari 46,Japanese,16.3,Weekend,Not given,21,29.0
1837,1477186,291891,The Kati Roll Company,Indian,11.64,Weekend,4,34,18.0
1838,1477939,41040,The Meatball Shop,Italian,15.91,Weekend,Not given,26,20.0
1839,1477610,35643,Vanessa's Dumpling House,Chinese,16.49,Weekend,5,26,25.0
1840,1476843,361846,Sarabeth's West,American,14.12,Weekday,3,21,33.0
1841,1476983,55689,Rubirosa,Italian,7.95,Weekday,Not given,20,26.0
1842,1478418,95049,Nobu Next Door,Japanese,9.7,Weekend,Not given,21,19.0
1843,1477941,64830,Cafeteria,American,15.52,Weekend,3,28,30.0
1844,1478123,149268,Han Dynasty,Chinese,16.2,Weekend,Not given,29,18.0
1845,1477966,318451,Blue Ribbon Sushi,Japanese,24.3,Weekend,Not given,29,15.0
1846,1478154,383688,CafÌ© China,Chinese,12.61,Weekend,5,20,20.0
1847,1477855,5139,Sushi of Gari 46,Japanese,22.26,Weekend,5,28,22.0
1848,1478261,106940,Parm,Italian,9.07,Weekday,4,23,30.0
1849,1477121,274232,Nobu Next Door,Japanese,7.86,Weekday,5,20,27.0
1850,1477927,351329,Parm,Italian,12.23,Weekday,Not given,27,26.0
1851,1477871,124875,Shake Shack,American,21.39,Weekend,3,33,22.0
1852,1476644,142461,Shake Shack,American,16.93,Weekend,5,35,28.0
1853,1477415,58800,Mamoun's Falafel,Mediterranean,14.41,Weekend,5,33,26.0
1854,1477397,117810,Momoya,Japanese,8.05,Weekend,Not given,31,25.0
1855,1476723,136807,RedFarm Hudson,Chinese,19.35,Weekday,5,35,28.0
1856,1478258,222734,Shake Shack,American,16.98,Weekend,3,23,23.0
1857,1477222,348096,The Meatball Shop,Italian,11.64,Weekend,4,23,24.0
1858,1477335,84457,Nobu Next Door,Japanese,29.15,Weekend,Not given,27,15.0
1859,1476790,141732,Cho Dang Gol,Korean,12.18,Weekday,5,20,26.0
1860,1477330,198802,DuMont Burger,American,24.25,Weekend,3,28,20.0
1861,1477639,211035,Blue Ribbon Sushi,Japanese,19.45,Weekday,Not given,28,28.0
1862,1478124,328331,S'MAC,American,16.11,Weekday,5,25,24.0
1863,1477076,68834,Sushi of Gari 46,Japanese,31.43,Weekend,5,29,30.0
1864,1476939,111894,The Meatball Shop,Italian,25.27,Weekend,Not given,25,29.0
1865,1476661,42755,Blue Ribbon Sushi,Japanese,12.13,Weekend,3,24,23.0
1866,1478268,306119,Xi'an Famous Foods,Chinese,20.86,Weekend,4,35,26.0
1867,1477253,111125,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,29.0
1868,1477778,100889,RedFarm Broadway,Chinese,31.43,Weekend,4,30,23.0
1869,1476923,50199,J. G. Melon,American,19.4,Weekday,4,35,26.0
1870,1477362,172758,Shake Shack,American,12.23,Weekday,4,31,24.0
1871,1477404,96254,Yama Japanese Restaurant,Japanese,6.69,Weekend,4,28,17.0
1872,1477000,328731,Blue Ribbon Fried Chicken,American,29.59,Weekend,5,23,25.0
1873,1478148,261371,Shake Shack,American,22.31,Weekend,Not given,35,28.0
1874,1477377,198802,DuMont Burger,American,12.56,Weekend,Not given,35,19.0
1875,1478039,292343,Amy Ruth's,Southern,12.23,Weekday,Not given,32,33.0
1876,1478320,85091,The Meatball Shop,Italian,13.53,Weekday,3,20,31.0
1877,1478304,321492,'wichcraft,American,8.1,Weekday,5,28,28.0
1878,1477194,62540,Blue Ribbon Sushi,Japanese,5.92,Weekday,Not given,27,31.0
1879,1477132,110792,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,28,15.0
1880,1477466,222734,Shake Shack,American,13.97,Weekend,5,35,27.0
1881,1476700,127036,Shake Shack,American,12.23,Weekend,Not given,27,18.0
1882,1478011,96877,Melt Shop,American,16.98,Weekend,5,30,19.0
1883,1476748,109906,The Meatball Shop,American,9.27,Weekend,Not given,24,23.0
1884,1477437,304993,Shake Shack,American,31.43,Weekend,3,31,24.0
1885,1477550,97324,Shake Shack,American,29.05,Weekday,4,27,29.0
1886,1478277,48282,The Meatball Shop,American,14.5,Weekend,5,34,25.0
1887,1476873,237616,Shake Shack,American,5.82,Weekend,Not given,26,30.0
1888,1477353,106324,The Meatball Shop,Italian,16.2,Weekend,5,21,26.0
1889,1478190,94152,RedFarm Broadway,Chinese,8.68,Weekday,3,33,30.0
1890,1477316,164776,TAO,Japanese,15.67,Weekend,5,20,22.0
1891,1476981,138586,Shake Shack,American,5.82,Weekend,Not given,22,28.0
1892,1477473,97838,Han Dynasty,Chinese,29.15,Weekend,Not given,29,21.0
1893,1476701,292602,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.31,Weekend,5,31,17.0
1894,1477421,397537,The Smile,American,12.18,Weekend,5,31,19.0
1895,1477819,35309,Blue Ribbon Sushi,Japanese,25.22,Weekday,Not given,31,24.0
1896,1477513,64151,Jack's Wife Freda,Mediterranean,12.18,Weekday,5,23,31.0
1897,1478056,120353,Blue Ribbon Sushi,Japanese,19.45,Weekend,Not given,28,24.0
1898,1477147,337525,Hangawi,Korean,30.75,Weekend,Not given,25,20.0
1899,1477685,358141,Blue Ribbon Sushi Izakaya,Japanese,12.08,Weekend,Not given,25,23.0
